[ 2023-05-03 17:38:03,423 ] 157 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2023-05-03 17:38:05,716 ] 34 root - INFO - Enter the data ingestion method or component
[ 2023-05-03 17:38:05,720 ] 37 root - INFO - Read the csv data as dataframe
[ 2023-05-03 17:38:05,724 ] 43 root - INFO - Train Test Split
[ 2023-05-03 17:38:05,730 ] 49 root - INFO - Ingestion of the data is completed
[ 2023-05-03 17:38:05,745 ] 67 root - INFO - The train and test data are read
[ 2023-05-03 17:38:05,745 ] 69 root - INFO - Obtaining preprocessing object
[ 2023-05-03 17:38:05,746 ] 41 root - INFO - numerical columns encoding completed
[ 2023-05-03 17:38:05,746 ] 47 root - INFO - categorical columns encoding completed
[ 2023-05-03 17:38:05,748 ] 82 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-05-03 17:38:05,761 ] 91 root - INFO - Saved preprocessing object.
[ 2023-05-03 17:38:05,764 ] 37 root - INFO - Split training and test input data
