[ 2023-05-03 17:38:55,260 ] 157 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2023-05-03 17:38:57,139 ] 34 root - INFO - Enter the data ingestion method or component
[ 2023-05-03 17:38:57,141 ] 37 root - INFO - Read the csv data as dataframe
[ 2023-05-03 17:38:57,147 ] 43 root - INFO - Train Test Split
[ 2023-05-03 17:38:57,155 ] 49 root - INFO - Ingestion of the data is completed
[ 2023-05-03 17:38:57,178 ] 67 root - INFO - The train and test data are read
[ 2023-05-03 17:38:57,178 ] 69 root - INFO - Obtaining preprocessing object
[ 2023-05-03 17:38:57,179 ] 41 root - INFO - numerical columns encoding completed
[ 2023-05-03 17:38:57,179 ] 47 root - INFO - categorical columns encoding completed
[ 2023-05-03 17:38:57,181 ] 82 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-05-03 17:38:57,202 ] 91 root - INFO - Saved preprocessing object.
[ 2023-05-03 17:38:57,207 ] 37 root - INFO - Split training and test input data
[ 2023-05-03 17:39:00,786 ] 65 root - INFO - Basic Models trained and best model selected
